CENSUS_YEAR	GEO_CODE (POR)	GEO_LEVEL	GEO_NAME	GNR	GNR_LF	DATA_QUALITY_FLAG	ALT_GEO_CODE	DIM: Profile of Forward Sortation Areas (2247)	Member ID: Profile of Forward Sortation Areas (2247)	Notes: Profile of Forward Sortation Areas (2247)	Dim: Sex (3): Member ID: [1]: Total - Sex	Dim: Sex (3): Member ID: [2]: Male	Dim: Sex (3): Member ID: [3]: Female
2016	A0E	2	A0E	4.2	8.1	00000	01A0E	Bachelor's degree	1693	NA	765	270	495
2016	A0E	2	A0E	4.2	8.1	00000	01A0E	University certificate or diploma above bachelor level	1694	NA	45	15	35
2016	A0E	2	A0E	4.2	8.1	00000	01A0E	Degree in medicine, dentistry, veterinary medicine or optometry	1695	NA	35	25	15
2016	A0E	2	A0E	4.2	8.1	00000	01A0E	Master's degree	1696	NA	280	115	160
2016	A0E	2	A0E	4.2	8.1	00000	01A0E	Earned doctorate	1697	182	10	10	0
2016	A0G	2	A0G	4.4	7.8	00000	01A0G	Total - Age groups and average age of the population - 100% data	8	5	35265	17485	17780
2016	A0G	2	A0G	4.4	7.8	00000	01A0G	15 to 19 years	14	NA	1670	835	835
2016	A0G	2	A0G	4.4	7.8	00000	01A0G	20 to 24 years	15	NA	1160	610	550
2016	A0G	2	A0G	4.4	7.8	00000	01A0G	25 to 29 years	16	NA	1130	600	530
2016	A0G	2	A0G	4.4	7.8	00000	01A0G	30 to 34 years	17	NA	1290	605	680
2016	A0G	2	A0G	4.4	7.8	00000	01A0G	35 to 39 years	18	NA	1730	825	905
2016	A0G	2	A0G	4.4	7.8	00000	01A0G	40 to 44 years	19	NA	2190	1065	1120
2016	A0G	2	A0G	4.4	7.8	00000	01A0G	45 to 49 years	20	NA	2630	1315	1315
2016	A0G	2	A0G	4.4	7.8	00000	01A0G	50 to 54 years	21	NA	3030	1520	1510
2016	A0G	2	A0G	4.4	7.8	00000	01A0G	55 to 59 years	22	NA	3280	1600	1675
2016	A0G	2	A0G	4.4	7.8	00000	01A0G	60 to 64 years	23	NA	3710	1810	1895
2016	A0G	2	A0G	4.4	7.8	00000	01A0G	65 years and over	24	NA	9275	4530	4750
2016	A0G	2	A0G	4.4	7.8	00000	01A0G	No certificate, diploma or degree	1684	NA	11040	5470	5565
2016	A0G	2	A0G	4.4	7.8	00000	01A0G	Secondary (high) school diploma or equivalency certificate	1685	179	7840	3195	4640
2016	A0G	2	A0G	4.4	7.8	00000	01A0G	Apprenticeship or trades certificate or diploma	1687	NA	3980	3020	960
2016	A0G	2	A0G	4.4	7.8	00000	01A0G	College, CEGEP or other non-university certificate or diploma	1690	NA	5265	2365	2895
2016	A0G	2	A0G	4.4	7.8	00000	01A0G	University certificate or diploma below bachelor level	1691	NA	595	220	385
2016	A0G	2	A0G	4.4	7.8	00000	01A0G	Bachelor's degree	1693	NA	1255	510	750
2016	A0G	2	A0G	4.4	7.8	00000	01A0G	University certificate or diploma above bachelor level	1694	NA	90	50	40
2016	A0G	2	A0G	4.4	7.8	00000	01A0G	Degree in medicine, dentistry, veterinary medicine or optometry	1695	NA	35	30	10
2016	A0G	2	A0G	4.4	7.8	00000	01A0G	Master's degree	1696	NA	335	175	160
2016	A0G	2	A0G	4.4	7.8	00000	01A0G	Earned doctorate	1697	182	30	15	10
2016	A0H	2	A0H	4.2	8.8	00000	01A0H	Total - Age groups and average age of the population - 100% data	8	5	17800	8805	9005
2016	A0H	2	A0H	4.2	8.8	00000	01A0H	15 to 19 years	14	NA	965	490	470
2016	A0H	2	A0H	4.2	8.8	00000	01A0H	20 to 24 years	15	NA	690	400	295
2016	A0H	2	A0H	4.2	8.8	00000	01A0H	25 to 29 years	16	NA	580	280	305
2016	A0H	2	A0H	4.2	8.8	00000	01A0H	30 to 34 years	17	NA	680	315	370
2016	A0H	2	A0H	4.2	8.8	00000	01A0H	35 to 39 years	18	NA	860	390	470
2016	A0H	2	A0H	4.2	8.8	00000	01A0H	40 to 44 years	19	NA	1085	520	565
2016	A0H	2	A0H	4.2	8.8	00000	01A0H	45 to 49 years	20	NA	1400	690	710
2016	A0H	2	A0H	4.2	8.8	00000	01A0H	50 to 54 years	21	NA	1585	775	815
2016	A0H	2	A0H	4.2	8.8	00000	01A0H	55 to 59 years	22	NA	1800	915	885
2016	A0H	2	A0H	4.2	8.8	00000	01A0H	60 to 64 years	23	NA	1765	890	870
2016	A0H	2	A0H	4.2	8.8	00000	01A0H	65 years and over	24	NA	4255	2035	2215
2016	A0H	2	A0H	4.2	8.8	00000	01A0H	No certificate, diploma or degree	1684	NA	5820	2825	2995
2016	A0H	2	A0H	4.2	8.8	00000	01A0H	Secondary (high) school diploma or equivalency certificate	1685	179	3885	1810	2075
2016	A0H	2	A0H	4.2	8.8	00000	01A0H	Apprenticeship or trades certificate or diploma	1687	NA	1990	1490	500
2016	A0H	2	A0H	4.2	8.8	00000	01A0H	College, CEGEP or other non-university certificate or diploma	1690	NA	2975	1230	1745
2016	A0H	2	A0H	4.2	8.8	00000	01A0H	University certificate or diploma below bachelor level	1691	NA	220	85	135
2016	A0H	2	A0H	4.2	8.8	00000	01A0H	Bachelor's degree	1693	NA	575	255	315
2016	A0H	2	A0H	4.2	8.8	00000	01A0H	University certificate or diploma above bachelor level	1694	NA	30	15	20
2016	A0H	2	A0H	4.2	8.8	00000	01A0H	Degree in medicine, dentistry, veterinary medicine or optometry	1695	NA	15	10	10
2016	A0H	2	A0H	4.2	8.8	00000	01A0H	Master's degree	1696	NA	215	70	145
2016	A0H	2	A0H	4.2	8.8	00000	01A0H	Earned doctorate	1697	182	10	0	0
2016	A0J	2	A0J	4.7	7.6	00000	01A0J	Total - Age groups and average age of the population - 100% data	8	5	7880	3860	4020
2016	A0J	2	A0J	4.7	7.6	00000	01A0J	15 to 19 years	14	NA	395	205	190
2016	A0J	2	A0J	4.7	7.6	00000	01A0J	20 to 24 years	15	NA	290	145	145
2016	A0J	2	A0J	4.7	7.6	00000	01A0J	25 to 29 years	16	NA	265	145	120
2016	A0J	2	A0J	4.7	7.6	00000	01A0J	30 to 34 years	17	NA	290	135	155
2016	A0J	2	A0J	4.7	7.6	00000	01A0J	35 to 39 years	18	NA	320	150	175
2016	A0J	2	A0J	4.7	7.6	00000	01A0J	40 to 44 years	19	NA	490	230	265
2016	A0J	2	A0J	4.7	7.6	00000	01A0J	45 to 49 years	20	NA	625	300	325
2016	A0J	2	A0J	4.7	7.6	00000	01A0J	50 to 54 years	21	NA	640	320	315
2016	A0J	2	A0J	4.7	7.6	00000	01A0J	55 to 59 years	22	NA	800	375	430
2016	A0J	2	A0J	4.7	7.6	00000	01A0J	60 to 64 years	23	NA	770	370	395
2016	A0J	2	A0J	4.7	7.6	00000	01A0J	65 years and over	24	NA	2100	1025	1075
2016	A0J	2	A0J	4.7	7.6	00000	01A0J	No certificate, diploma or degree	1684	NA	2550	1280	1270
2016	A0J	2	A0J	4.7	7.6	00000	01A0J	Secondary (high) school diploma or equivalency certificate	1685	179	1715	695	1015
2016	A0J	2	A0J	4.7	7.6	00000	01A0J	Apprenticeship or trades certificate or diploma	1687	NA	795	605	190
2016	A0J	2	A0J	4.7	7.6	00000	01A0J	College, CEGEP or other non-university certificate or diploma	1690	NA	1155	490	670
2016	A0J	2	A0J	4.7	7.6	00000	01A0J	University certificate or diploma below bachelor level	1691	NA	120	40	75
2016	A0J	2	A0J	4.7	7.6	00000	01A0J	Bachelor's degree	1693	NA	230	115	120
2016	A0J	2	A0J	4.7	7.6	00000	01A0J	University certificate or diploma above bachelor level	1694	NA	30	10	25
2016	A0J	2	A0J	4.7	7.6	00000	01A0J	Degree in medicine, dentistry, veterinary medicine or optometry	1695	NA	15	10	10
2016	A0J	2	A0J	4.7	7.6	00000	01A0J	Master's degree	1696	NA	120	55	65
2016	A0J	2	A0J	4.7	7.6	00000	01A0J	Earned doctorate	1697	182	0	0	0
2016	A0K	2	A0K	4.6	8.2	00000	01A0K	Total - Age groups and average age of the population - 100% data	8	5	26060	12845	13215
2016	A0K	2	A0K	4.6	8.2	00000	01A0K	15 to 19 years	14	NA	1315	665	655
2016	A0K	2	A0K	4.6	8.2	00000	01A0K	20 to 24 years	15	NA	1000	530	470
2016	A0K	2	A0K	4.6	8.2	00000	01A0K	25 to 29 years	16	NA	880	440	435
2016	A0K	2	A0K	4.6	8.2	00000	01A0K	30 to 34 years	17	NA	990	460	530
2016	A0K	2	A0K	4.6	8.2	00000	01A0K	35 to 39 years	18	NA	1150	515	635
2016	A0K	2	A0K	4.6	8.2	00000	01A0K	40 to 44 years	19	NA	1620	790	830
2016	A0K	2	A0K	4.6	8.2	00000	01A0K	45 to 49 years	20	NA	2225	1090	1135
2016	A0K	2	A0K	4.6	8.2	00000	01A0K	50 to 54 years	21	NA	2475	1205	1270
2016	A0K	2	A0K	4.6	8.2	00000	01A0K	55 to 59 years	22	NA	2615	1330	1285
2016	A0K	2	A0K	4.6	8.2	00000	01A0K	60 to 64 years	23	NA	2535	1245	1285
2016	A0K	2	A0K	4.6	8.2	00000	01A0K	65 years and over	24	NA	6275	3030	3245
2016	A0K	2	A0K	4.6	8.2	00000	01A0K	No certificate, diploma or degree	1684	NA	8960	4525	4435
2016	A0K	2	A0K	4.6	8.2	00000	01A0K	Secondary (high) school diploma or equivalency certificate	1685	179	5835	2495	3340
2016	A0K	2	A0K	4.6	8.2	00000	01A0K	Apprenticeship or trades certificate or diploma	1687	NA	2385	1750	635
2016	A0K	2	A0K	4.6	8.2	00000	01A0K	College, CEGEP or other non-university certificate or diploma	1690	NA	3815	1735	2080
2016	A0K	2	A0K	4.6	8.2	00000	01A0K	University certificate or diploma below bachelor level	1691	NA	370	175	195
2016	A0K	2	A0K	4.6	8.2	00000	01A0K	Bachelor's degree	1693	NA	990	350	635
2016	A0K	2	A0K	4.6	8.2	00000	01A0K	University certificate or diploma above bachelor level	1694	NA	50	20	30
2016	A0K	2	A0K	4.6	8.2	00000	01A0K	Degree in medicine, dentistry, veterinary medicine or optometry	1695	NA	30	15	10
2016	A0K	2	A0K	4.6	8.2	00000	01A0K	Master's degree	1696	NA	380	155	220
2016	A0K	2	A0K	4.6	8.2	00000	01A0K	Earned doctorate	1697	182	0	10	0
2016	A0L	2	A0L	4.5	8.8	00000	01A0L	Total - Age groups and average age of the population - 100% data	8	5	7640	3755	3890
2016	A0L	2	A0L	4.5	8.8	00000	01A0L	15 to 19 years	14	NA	415	220	195
2016	A0L	2	A0L	4.5	8.8	00000	01A0L	20 to 24 years	15	NA	305	140	160
2016	A0L	2	A0L	4.5	8.8	00000	01A0L	25 to 29 years	16	NA	345	165	185
2016	A0L	2	A0L	4.5	8.8	00000	01A0L	30 to 34 years	17	NA	335	155	175
2016	A0L	2	A0L	4.5	8.8	00000	01A0L	35 to 39 years	18	NA	455	210	245
2016	A0L	2	A0L	4.5	8.8	00000	01A0L	40 to 44 years	19	NA	510	245	270
2016	A0L	2	A0L	4.5	8.8	00000	01A0L	45 to 49 years	20	NA	590	295	290
2016	A0L	2	A0L	4.5	8.8	00000	01A0L	50 to 54 years	21	NA	645	320	325
2016	A0L	2	A0L	4.5	8.8	00000	01A0L	55 to 59 years	22	NA	700	335	360
2016	A0L	2	A0L	4.5	8.8	00000	01A0L	60 to 64 years	23	NA	720	360	360
2016	A0L	2	A0L	4.5	8.8	00000	01A0L	65 years and over	24	NA	1555	770	780
2016	A0L	2	A0L	4.5	8.8	00000	01A0L	No certificate, diploma or degree	1684	NA	1765	910	850
2016	A0L	2	A0L	4.5	8.8	00000	01A0L	Secondary (high) school diploma or equivalency certificate	1685	179	1610	715	895
2016	A0L	2	A0L	4.5	8.8	00000	01A0L	Apprenticeship or trades certificate or diploma	1687	NA	740	520	220
2016	A0L	2	A0L	4.5	8.8	00000	01A0L	College, CEGEP or other non-university certificate or diploma	1690	NA	1565	695	870
2016	A0L	2	A0L	4.5	8.8	00000	01A0L	University certificate or diploma below bachelor level	1691	NA	190	70	120
2016	A0L	2	A0L	4.5	8.8	00000	01A0L	Bachelor's degree	1693	NA	570	215	350
2016	A0L	2	A0L	4.5	8.8	00000	01A0L	University certificate or diploma above bachelor level	1694	NA	45	20	20
2016	A0L	2	A0L	4.5	8.8	00000	01A0L	Degree in medicine, dentistry, veterinary medicine or optometry	1695	NA	0	0	0
2016	A0L	2	A0L	4.5	8.8	00000	01A0L	Master's degree	1696	NA	120	50	70
2016	A0L	2	A0L	4.5	8.8	00000	01A0L	Earned doctorate	1697	182	15	10	10
2016	A0M	2	A0M	5.1	10.7	00010	01A0M	Total - Age groups and average age of the population - 100% data	8	5	6200	2960	3240
2016	A0M	2	A0M	5.1	10.7	00010	01A0M	15 to 19 years	14	NA	260	130	130
2016	A0M	2	A0M	5.1	10.7	00010	01A0M	20 to 24 years	15	NA	240	130	110
2016	A0M	2	A0M	5.1	10.7	00010	01A0M	25 to 29 years	16	NA	185	95	90
2016	A0M	2	A0M	5.1	10.7	00010	01A0M	30 to 34 years	17	NA	230	100	135
2016	A0M	2	A0M	5.1	10.7	00010	01A0M	35 to 39 years	18	NA	265	110	155
2016	A0M	2	A0M	5.1	10.7	00010	01A0M	40 to 44 years	19	NA	410	200	215
2016	A0M	2	A0M	5.1	10.7	00010	01A0M	45 to 49 years	20	NA	465	225	235
2016	A0M	2	A0M	5.1	10.7	00010	01A0M	50 to 54 years	21	NA	565	270	295
2016	A0M	2	A0M	5.1	10.7	00010	01A0M	55 to 59 years	22	NA	600	295	305
2016	A0M	2	A0M	5.1	10.7	00010	01A0M	60 to 64 years	23	NA	665	335	330
2016	A0M	2	A0M	5.1	10.7	00010	01A0M	65 years and over	24	NA	1565	700	865
2016	A0M	2	A0M	5.1	10.7	00010	01A0M	No certificate, diploma or degree	1684	NA	2070	1045	1025
2016	A0M	2	A0M	5.1	10.7	00010	01A0M	Secondary (high) school diploma or equivalency certificate	1685	179	1255	535	720
2016	A0M	2	A0M	5.1	10.7	00010	01A0M	Apprenticeship or trades certificate or diploma	1687	NA	535	380	155
2016	A0M	2	A0M	5.1	10.7	00010	01A0M	College, CEGEP or other non-university certificate or diploma	1690	NA	1075	460	610
2016	A0M	2	A0M	5.1	10.7	00010	01A0M	University certificate or diploma below bachelor level	1691	NA	105	55	55
2016	A0M	2	A0M	5.1	10.7	00010	01A0M	Bachelor's degree	1693	NA	265	75	190
2016	A0M	2	A0M	5.1	10.7	00010	01A0M	University certificate or diploma above bachelor level	1694	NA	10	0	10
2016	A0M	2	A0M	5.1	10.7	00010	01A0M	Degree in medicine, dentistry, veterinary medicine or optometry	1695	NA	15	10	0
2016	A0M	2	A0M	5.1	10.7	00010	01A0M	Master's degree	1696	NA	80	40	40
2016	A0M	2	A0M	5.1	10.7	00010	01A0M	Earned doctorate	1697	182	0	0	0
2016	A0N	2	A0N	4.9	9.5	00000	01A0N	Total - Age groups and average age of the population - 100% data	8	5	13815	6860	6950
2016	A0N	2	A0N	4.9	9.5	00000	01A0N	15 to 19 years	14	NA	665	340	320
2016	A0N	2	A0N	4.9	9.5	00000	01A0N	20 to 24 years	15	NA	465	255	210
2016	A0N	2	A0N	4.9	9.5	00000	01A0N	25 to 29 years	16	NA	495	240	260
2016	A0N	2	A0N	4.9	9.5	00000	01A0N	30 to 34 years	17	NA	550	265	285
2016	A0N	2	A0N	4.9	9.5	00000	01A0N	35 to 39 years	18	NA	530	230	300
2016	A0N	2	A0N	4.9	9.5	00000	01A0N	40 to 44 years	19	NA	830	385	440
2016	A0N	2	A0N	4.9	9.5	00000	01A0N	45 to 49 years	20	NA	1025	485	540
2016	A0N	2	A0N	4.9	9.5	00000	01A0N	50 to 54 years	21	NA	1260	620	640
2016	A0N	2	A0N	4.9	9.5	00000	01A0N	55 to 59 years	22	NA	1460	745	715
2016	A0N	2	A0N	4.9	9.5	00000	01A0N	60 to 64 years	23	NA	1495	740	765
2016	A0N	2	A0N	4.9	9.5	00000	01A0N	65 years and over	24	NA	3475	1765	1710
2016	A0N	2	A0N	4.9	9.5	00000	01A0N	No certificate, diploma or degree	1684	NA	4630	2295	2335
2016	A0N	2	A0N	4.9	9.5	00000	01A0N	Secondary (high) school diploma or equivalency certificate	1685	179	2795	1125	1675
2016	A0N	2	A0N	4.9	9.5	00000	01A0N	Apprenticeship or trades certificate or diploma	1687	NA	1460	1070	390
